oh_clean,valid/invalid,open,oh_list
06:00-22:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr', 'sa', 'su'], [datetime.datetime(1900, 1, 1, 6, 0), datetime.datetime(1900, 1, 1, 22, 0)]]]"
06:00-23:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr', 'sa', 'su'], [datetime.datetime(1900, 1, 1, 6, 0), datetime.datetime(1900, 1, 1, 23, 0)]]]"
07:00-14:00 sa so geschlossen,invalid
07:00-19:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr', 'sa', 'su'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 19, 0)]]]"
"07:00-19:00; sa,su off",valid,open,"[[['mo', 'tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 7, 0), datetime.datetime(1900, 1, 1, 19, 0)]]]"
08:00-18:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr', 'sa', 'su'], [datetime.datetime(1900, 1, 1, 8, 0), datetime.datetime(1900, 1, 1, 18, 0)]]]"
"08:00-22:00; fr,sa 08:00-23:00",valid,open,"[[['mo', 'tu', 'we', 'th', 'su'], [datetime.datetime(1900, 1, 1, 8, 0), datetime.datetime(1900, 1, 1, 22, 0)]], [['fr', 'sa'], [datetime.datetime(1900, 1, 1, 8, 0), datetime.datetime(1900, 1, 1, 23, 0)]]]"
08:00-23:30,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr', 'sa', 'su'], [datetime.datetime(1900, 1, 1, 8, 0), datetime.datetime(1900, 1, 1, 23, 30)]]]"
08:15-17:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr', 'sa', 'su'], [datetime.datetime(1900, 1, 1, 8, 15), datetime.datetime(1900, 1, 1, 17, 0)]]]"
"09:00-13:00,14:00-19:00; sa 09:00-16:00; su,mo off",valid,closed,"[[['tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 9, 0), datetime.datetime(1900, 1, 1, 13, 0)], [datetime.datetime(1900, 1, 1, 14, 0), datetime.datetime(1900, 1, 1, 19, 0)]], [['sa'], [datetime.datetime(1900, 1, 1, 9, 0), datetime.datetime(1900, 1, 1, 16, 0)]]]"
09.00-16.00,invalid
09:00-18:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr', 'sa', 'su'], [datetime.datetime(1900, 1, 1, 9, 0), datetime.datetime(1900, 1, 1, 18, 0)]]]"
09:00-24:00; su 10:00-24:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr', 'sa'], [datetime.datetime(1900, 1, 1, 9, 0), datetime.datetime(1900, 1, 2, 0, 0)]], [['su'], [datetime.datetime(1900, 1, 1, 10, 0), datetime.datetime(1900, 1, 2, 0, 0)]]]"
10:00-21:30,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr', 'sa', 'su'], [datetime.datetime(1900, 1, 1, 10, 0), datetime.datetime(1900, 1, 1, 21, 30)]]]"
10:00-22:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr', 'sa', 'su'], [datetime.datetime(1900, 1, 1, 10, 0), datetime.datetime(1900, 1, 1, 22, 0)]]]"
10:00-23:45,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr', 'sa', 'su'], [datetime.datetime(1900, 1, 1, 10, 0), datetime.datetime(1900, 1, 1, 23, 45)]]]"
10.30-14.00 / 17.00-23.00,invalid
11:00-22:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr', 'sa', 'su'], [datetime.datetime(1900, 1, 1, 11, 0), datetime.datetime(1900, 1, 1, 22, 0)]]]"
11:00-23:30,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr', 'sa', 'su'], [datetime.datetime(1900, 1, 1, 11, 0), datetime.datetime(1900, 1, 1, 23, 30)]]]"
11-23h,invalid
"11:30-14:00,18:00-22:00",valid,open,"[[['mo', 'tu', 'we', 'th', 'fr', 'sa', 'su'], [datetime.datetime(1900, 1, 1, 11, 30), datetime.datetime(1900, 1, 1, 14, 0)], [datetime.datetime(1900, 1, 1, 18, 0), datetime.datetime(1900, 1, 1, 22, 0)]]]"
11:30-24:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr', 'sa', 'su'], [datetime.datetime(1900, 1, 1, 11, 30), datetime.datetime(1900, 1, 2, 0, 0)]]]"
12:00-14:00; 18:00-22:30,valid,closed,"[[[], [datetime.datetime(1900, 1, 1, 12, 0), datetime.datetime(1900, 1, 1, 14, 0)]], [['mo', 'tu', 'we', 'th', 'fr', 'sa', 'su'], [datetime.datetime(1900, 1, 1, 18, 0), datetime.datetime(1900, 1, 1, 22, 30)]]]"
"18:00-22:00, mo-fr 06:45-10:00,11:30-14:00, sa,su 07:30-11:00",valid,,oh string not OK. Check the commas and semi colons.
"18:00-22:00, mo-fr 12:00-14:00, su 11:30-14:00",valid,,oh string not OK. Check the commas and semi colons.
-21:30,valid,,oh string not OK. Check the commas and semi colons.
22:00-02:00,valid,closed,"[[['mo', 'tu', 'we', 'th', 'fr', 'sa', 'su'], [datetime.datetime(1900, 1, 1, 22, 0), datetime.datetime(1900, 1, 2, 2, 0)]]]"
24/7,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr', 'sa', 'su'], [datetime.datetime(1900, 1, 1, 0, 0), datetime.datetime(1900, 1, 1, 23, 59)]]]"
+41 44 350 26 52,invalid
6:30-17:30,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr', 'sa', 'su'], [datetime.datetime(1900, 1, 1, 6, 30), datetime.datetime(1900, 1, 1, 17, 30)]]]"
8:00-16:00,valid,open,"[[['mo', 'tu', 'we', 'th', 'fr', 'sa', 'su'], [datetime.datetime(1900, 1, 1, 8, 0), datetime.datetime(1900, 1, 1, 16, 0)]]]"
8-12 uhr / 13-17 uhr,invalid
9-24h (bei sch�nem wetter),invalid
apr 1-sep 30:off,invalid
"apr-sep tu-fr 09:00-18:30; apr-sep sa 09:00-16:00; oct-mar tu-fr 09:00-12:00,13:30-18:30; oct-mar sa 09:00-12:00,13:00-16:00",invalid
"auf anfrage""""",invalid
di-fr 10:00-18:30; sa 10:00-17:00; ph off,invalid
fr 15:00-18:00,valid,closed,"[[['fr'], [datetime.datetime(1900, 1, 1, 15, 0), datetime.datetime(1900, 1, 1, 18, 0)]]]"
jun-aug:open,invalid
mo 07:30-18:30; tu-fr 08:00-18:30; sa 08:00-16:00,valid,open,"[[['mo'], [datetime.datetime(1900, 1, 1, 7, 30), datetime.datetime(1900, 1, 1, 18, 30)]], [['tu', 'we', 'th', 'fr'], [datetime.datetime(1900, 1, 1, 8, 0), datetime.datetime(1900, 1, 1, 18, 30)]], [['sa'], [datetime.datetime(1900, 1, 1, 8, 0), datetime.datetime(1900, 1, 1, 16, 0)]]]"
mo 09:00-18:30; tu-we 08:30-18:30; th 08:30-20:00; fr 08:30-18:30; sa 08:30-17:00,valid,open,"[[['mo'], [datetime.datetime(1900, 1, 1, 9, 0), datetime.datetime(1900, 1, 1, 18, 30)]], [['tu', 'we'], [datetime.datetime(1900, 1, 1, 8, 30), datetime.datetime(1900, 1, 1, 18, 30)]], [['th'], [datetime.datetime(1900, 1, 1, 8, 30), datetime.datetime(1900, 1, 1, 20, 0)]], [['fr'], [datetime.datetime(1900, 1, 1, 8, 30), datetime.datetime(1900, 1, 1, 18, 30)]], [['sa'], [datetime.datetime(1900, 1, 1, 8, 30), datetime.datetime(1900, 1, 1, 17, 0)]]]"
